Visitor/Neutral,Visitor Points,Home/Neutral,Home Points,id,year,win,team,season_id,margin,playoff
HOU,82,UTA,86,200804260UTA,2008,1,UTA,UTA-2008,4,TRUE
CLE,100,WAS,97,200804270WAS,2008,0,WAS,WAS-2008,-3,TRUE
SAS,86,PHO,105,200804270PHO,2008,1,PHO,PHO-2008,19,TRUE
DET,93,PHI,84,200804270PHI,2008,0,PHI,PHI-2008,-9,TRUE
NOH,97,DAL,84,200804270DAL,2008,0,DAL,DAL-2008,-13,TRUE
TOR,92,ORL,102,200804280ORL,2008,1,ORL,ORL-2008,10,TRUE
BOS,92,ATL,97,200804280ATL,2008,1,ATL,ATL-2008,5,TRUE
LAL,107,DEN,101,200804280DEN,2008,0,DEN,DEN-2008,-6,TRUE
PHI,81,DET,98,200804290DET,2008,1,DET,DET-2008,17,TRUE
DAL,94,NOH,99,200804290NOH,2008,1,NOH,NOH-2008,5,TRUE
UTA,69,HOU,95,200804290HOU,2008,1,HOU,HOU-2008,26,TRUE
PHO,87,SAS,92,200804290SAS,2008,1,SAS,SAS-2008,5,TRUE
WAS,88,CLE,87,200804300CLE,2008,0,CLE,CLE-2008,-1,TRUE
ATL,85,BOS,110,200804300BOS,2008,1,BOS,BOS-2008,25,TRUE
DET,100,PHI,77,200805010PHI,2008,0,PHI,PHI-2008,-23,TRUE
CLE,105,WAS,88,200805020WAS,2008,0,WAS,WAS-2008,-17,TRUE
BOS,100,ATL,103,200805020ATL,2008,1,ATL,ATL-2008,3,TRUE
HOU,91,UTA,113,200805020UTA,2008,1,UTA,UTA-2008,22,TRUE
ORL,72,DET,91,200805030DET,2008,1,DET,DET-2008,19,TRUE
SAS,82,NOH,101,200805030NOH,2008,1,NOH,NOH-2008,19,TRUE
ATL,65,BOS,99,200805040BOS,2008,1,BOS,BOS-2008,34,TRUE
UTA,98,LAL,109,200805040LAL,2008,1,LAL,LAL-2008,11,TRUE
ORL,93,DET,100,200805050DET,2008,1,DET,DET-2008,7,TRUE
SAS,84,NOH,102,200805050NOH,2008,1,NOH,NOH-2008,18,TRUE
CLE,72,BOS,76,200805060BOS,2008,1,BOS,BOS-2008,4,TRUE
DET,86,ORL,111,200805070ORL,2008,1,ORL,ORL-2008,25,TRUE
UTA,110,LAL,120,200805070LAL,2008,1,LAL,LAL-2008,10,TRUE
CLE,73,BOS,89,200805080BOS,2008,1,BOS,BOS-2008,16,TRUE
NOH,99,SAS,110,200805080SAS,2008,1,SAS,SAS-2008,11,TRUE
LAL,99,UTA,104,200805090UTA,2008,1,UTA,UTA-2008,5,TRUE
DET,90,ORL,89,200805100ORL,2008,0,ORL,ORL-2008,-1,TRUE
BOS,84,CLE,108,200805100CLE,2008,1,CLE,CLE-2008,24,TRUE
LAL,115,UTA,123,200805110UTA,2008,1,UTA,UTA-2008,8,TRUE
NOH,80,SAS,100,200805110SAS,2008,1,SAS,SAS-2008,20,TRUE
BOS,77,CLE,88,200805120CLE,2008,1,CLE,CLE-2008,11,TRUE
ORL,86,DET,91,200805130DET,2008,1,DET,DET-2008,5,TRUE
SAS,79,NOH,101,200805130NOH,2008,1,NOH,NOH-2008,22,TRUE
CLE,89,BOS,96,200805140BOS,2008,1,BOS,BOS-2008,7,TRUE
UTA,104,LAL,111,200805140LAL,2008,1,LAL,LAL-2008,7,TRUE
NOH,80,SAS,99,200805150SAS,2008,1,SAS,SAS-2008,19,TRUE
BOS,69,CLE,74,200805160CLE,2008,1,CLE,CLE-2008,5,TRUE
LAL,108,UTA,105,200805160UTA,2008,0,UTA,UTA-2008,-3,TRUE
CLE,92,BOS,97,200805180BOS,2008,1,BOS,BOS-2008,5,TRUE
SAS,91,NOH,82,200805190NOH,2008,0,NOH,NOH-2008,-9,TRUE
DET,79,BOS,88,200805200BOS,2008,1,BOS,BOS-2008,9,TRUE
SAS,85,LAL,89,200805210LAL,2008,1,LAL,LAL-2008,4,TRUE
DET,103,BOS,97,200805220BOS,2008,0,BOS,BOS-2008,-6,TRUE
SAS,71,LAL,101,200805230LAL,2008,1,LAL,LAL-2008,30,TRUE
BOS,94,DET,80,200805240DET,2008,0,DET,DET-2008,-14,TRUE
LAL,84,SAS,103,200805250SAS,2008,1,SAS,SAS-2008,19,TRUE
BOS,75,DET,94,200805260DET,2008,1,DET,DET-2008,19,TRUE
LAL,93,SAS,91,200805270SAS,2008,0,SAS,SAS-2008,-2,TRUE
DET,102,BOS,106,200805280BOS,2008,1,BOS,BOS-2008,4,TRUE
SAS,92,LAL,100,200805290LAL,2008,1,LAL,LAL-2008,8,TRUE
BOS,89,DET,81,200805300DET,2008,0,DET,DET-2008,-8,TRUE
LAL,88,BOS,98,200806050BOS,2008,1,BOS,BOS-2008,10,TRUE
LAL,102,BOS,108,200806080BOS,2008,1,BOS,BOS-2008,6,TRUE
BOS,81,LAL,87,200806100LAL,2008,1,LAL,LAL-2008,6,TRUE
BOS,97,LAL,91,200806120LAL,2008,0,LAL,LAL-2008,-6,TRUE
BOS,98,LAL,103,200806150LAL,2008,1,LAL,LAL-2008,5,TRUE
LAL,92,BOS,131,200806170BOS,2008,1,BOS,BOS-2008,39,TRUE
CHI,105,BOS,103,200904180BOS,2009,0,BOS,BOS-2009,-2,TRUE
DET,84,CLE,102,200904180CLE,2009,1,CLE,CLE-2009,18,TRUE
DAL,105,SAS,97,200904180SAS,2009,0,SAS,SAS-2009,-8,TRUE
HOU,108,POR,81,200904180POR,2009,0,POR,POR-2009,-27,TRUE
UTA,100,LAL,113,200904190LAL,2009,1,LAL,LAL-2009,13,TRUE
PHI,100,ORL,98,200904190ORL,2009,0,ORL,ORL-2009,-2,TRUE
MIA,64,ATL,90,200904190ATL,2009,1,ATL,ATL-2009,26,TRUE
NOH,84,DEN,113,200904190DEN,2009,1,DEN,DEN-2009,29,TRUE
CHI,115,BOS,118,200904200BOS,2009,1,BOS,BOS-2009,3,TRUE
DAL,84,SAS,105,200904200SAS,2009,1,SAS,SAS-2009,21,TRUE
DET,82,CLE,94,200904210CLE,2009,1,CLE,CLE-2009,12,TRUE
HOU,103,POR,107,200904210POR,2009,1,POR,POR-2009,4,TRUE
UTA,109,LAL,119,200904210LAL,2009,1,LAL,LAL-2009,10,TRUE
PHI,87,ORL,96,200904220ORL,2009,1,ORL,ORL-2009,9,TRUE
MIA,108,ATL,93,200904220ATL,2009,0,ATL,ATL-2009,-15,TRUE
NOH,93,DEN,108,200904220DEN,2009,1,DEN,DEN-2009,15,TRUE
BOS,107,CHI,86,200904230CHI,2009,0,CHI,CHI-2009,-21,TRUE
SAS,67,DAL,88,200904230DAL,2009,1,DAL,DAL-2009,21,TRUE
LAL,86,UTA,88,200904230UTA,2009,1,UTA,UTA-2009,2,TRUE
CLE,79,DET,68,200904240DET,2009,0,DET,DET-2009,-11,TRUE
ORL,94,PHI,96,200904240PHI,2009,1,PHI,PHI-2009,2,TRUE
POR,83,HOU,86,200904240HOU,2009,1,HOU,HOU-2009,3,TRUE
DEN,93,NOH,95,200904250NOH,2009,1,NOH,NOH-2009,2,TRUE
SAS,90,DAL,99,200904250DAL,2009,1,DAL,DAL-2009,9,TRUE
ATL,78,MIA,107,200904250MIA,2009,1,MIA,MIA-2009,29,TRUE
LAL,108,UTA,94,200904250UTA,2009,0,UTA,UTA-2009,-14,TRUE
BOS,118,CHI,121,200904260CHI,2009,1,CHI,CHI-2009,3,TRUE
CLE,99,DET,78,200904260DET,2009,0,DET,DET-2009,-21,TRUE
ORL,84,PHI,81,200904260PHI,2009,0,PHI,PHI-2009,-3,TRUE
POR,88,HOU,89,200904260HOU,2009,1,HOU,HOU-2009,1,TRUE
ATL,81,MIA,71,200904270MIA,2009,0,MIA,MIA-2009,-10,TRUE
DEN,121,NOH,63,200904270NOH,2009,0,NOH,NOH-2009,-58,TRUE
UTA,96,LAL,107,200904270LAL,2009,1,LAL,LAL-2009,11,TRUE
CHI,104,BOS,106,200904280BOS,2009,1,BOS,BOS-2009,2,TRUE
PHI,78,ORL,91,200904280ORL,2009,1,ORL,ORL-2009,13,TRUE
DAL,106,SAS,93,200904280SAS,2009,0,SAS,SAS-2009,-13,TRUE
HOU,77,POR,88,200904280POR,2009,1,POR,POR-2009,11,TRUE
MIA,91,ATL,106,200904290ATL,2009,1,ATL,ATL-2009,15,TRUE
NOH,86,DEN,107,200904290DEN,2009,1,DEN,DEN-2009,21,TRUE
BOS,127,CHI,128,200904300CHI,2009,1,CHI,CHI-2009,1,TRUE
ORL,114,PHI,89,200904300PHI,2009,0,PHI,PHI-2009,-25,TRUE
POR,76,HOU,92,200904300HOU,2009,1,HOU,HOU-2009,16,TRUE
ATL,72,MIA,98,200905010MIA,2009,1,MIA,MIA-2009,26,TRUE
CHI,99,BOS,109,200905020BOS,2009,1,BOS,BOS-2009,10,TRUE
MIA,78,ATL,91,200905030ATL,2009,1,ATL,ATL-2009,13,TRUE
DAL,95,DEN,109,200905030DEN,2009,1,DEN,DEN-2009,14,TRUE
ORL,95,BOS,90,200905040BOS,2009,0,BOS,BOS-2009,-5,TRUE
HOU,100,LAL,92,200905040LAL,2009,0,LAL,LAL-2009,-8,TRUE
ATL,72,CLE,99,200905050CLE,2009,1,CLE,CLE-2009,27,TRUE
DAL,105,DEN,117,200905050DEN,2009,1,DEN,DEN-2009,12,TRUE
ORL,94,BOS,112,200905060BOS,2009,1,BOS,BOS-2009,18,TRUE
HOU,98,LAL,111,200905060LAL,2009,1,LAL,LAL-2009,13,TRUE
ATL,85,CLE,105,200905070CLE,2009,1,CLE,CLE-2009,20,TRUE
BOS,96,ORL,117,200905080ORL,2009,1,ORL,ORL-2009,21,TRUE
LAL,108,HOU,94,200905080HOU,2009,0,HOU,HOU-2009,-14,TRUE
DEN,106,DAL,105,200905090DAL,2009,0,DAL,DAL-2009,-1,TRUE
CLE,97,ATL,82,200905090ATL,2009,0,ATL,ATL-2009,-15,TRUE
LAL,87,HOU,99,200905100HOU,2009,1,HOU,HOU-2009,12,TRUE
BOS,95,ORL,94,200905100ORL,2009,0,ORL,ORL-2009,-1,TRUE
CLE,84,ATL,74,200905110ATL,2009,0,ATL,ATL-2009,-10,TRUE
DEN,117,DAL,119,200905110DAL,2009,1,DAL,DAL-2009,2,TRUE
ORL,88,BOS,92,200905120BOS,2009,1,BOS,BOS-2009,4,TRUE
HOU,78,LAL,118,200905120LAL,2009,1,LAL,LAL-2009,40,TRUE
DAL,110,DEN,124,200905130DEN,2009,1,DEN,DEN-2009,14,TRUE
BOS,75,ORL,83,200905140ORL,2009,1,ORL,ORL-2009,8,TRUE
LAL,80,HOU,95,200905140HOU,2009,1,HOU,HOU-2009,15,TRUE
HOU,70,LAL,89,200905170LAL,2009,1,LAL,LAL-2009,19,TRUE
ORL,101,BOS,82,200905170BOS,2009,0,BOS,BOS-2009,-19,TRUE
DEN,103,LAL,105,200905190LAL,2009,1,LAL,LAL-2009,2,TRUE
ORL,107,CLE,106,200905200CLE,2009,0,CLE,CLE-2009,-1,TRUE
DEN,106,LAL,103,200905210LAL,2009,0,LAL,LAL-2009,-3,TRUE
ORL,95,CLE,96,200905220CLE,2009,1,CLE,CLE-2009,1,TRUE
LAL,103,DEN,97,200905230DEN,2009,0,DEN,DEN-2009,-6,TRUE
CLE,89,ORL,99,200905240ORL,2009,1,ORL,ORL-2009,10,TRUE
LAL,101,DEN,120,200905250DEN,2009,1,DEN,DEN-2009,19,TRUE
CLE,114,ORL,116,200905260ORL,2009,1,ORL,ORL-2009,2,TRUE
DEN,94,LAL,103,200905270LAL,2009,1,LAL,LAL-2009,9,TRUE
ORL,102,CLE,112,200905280CLE,2009,1,CLE,CLE-2009,10,TRUE
LAL,119,DEN,92,200905290DEN,2009,0,DEN,DEN-2009,-27,TRUE
CLE,90,ORL,103,200905300ORL,2009,1,ORL,ORL-2009,13,TRUE
ORL,75,LAL,100,200906040LAL,2009,1,LAL,LAL-2009,25,TRUE
ORL,96,LAL,101,200906070LAL,2009,1,LAL,LAL-2009,5,TRUE
LAL,104,ORL,108,200906090ORL,2009,1,ORL,ORL-2009,4,TRUE
LAL,99,ORL,91,200906110ORL,2009,0,ORL,ORL-2009,-8,TRUE
LAL,99,ORL,86,200906140ORL,2009,0,ORL,ORL-2009,-13,TRUE
CHI,83,CLE,96,201004170CLE,2010,1,CLE,CLE-2010,13,TRUE
MIL,92,ATL,102,201004170ATL,2010,1,ATL,ATL-2010,10,TRUE
MIA,76,BOS,85,201004170BOS,2010,1,BOS,BOS-2010,9,TRUE
UTA,113,DEN,126,201004170DEN,2010,1,DEN,DEN-2010,13,TRUE
OKC,79,LAL,87,201004180LAL,2010,1,LAL,LAL-2010,8,TRUE
CHA,89,ORL,98,201004180ORL,2010,1,ORL,ORL-2010,9,TRUE
SAS,94,DAL,100,201004180DAL,2010,1,DAL,DAL-2010,6,TRUE
POR,105,PHO,100,201004180PHO,2010,0,PHO,PHO-2010,-5,TRUE
CHI,102,CLE,112,201004190CLE,2010,1,CLE,CLE-2010,10,TRUE
UTA,114,DEN,111,201004190DEN,2010,0,DEN,DEN-2010,-3,TRUE
MIL,86,ATL,96,201004200ATL,2010,1,ATL,ATL-2010,10,TRUE
MIA,77,BOS,106,201004200BOS,2010,1,BOS,BOS-2010,29,TRUE
POR,90,PHO,119,201004200PHO,2010,1,PHO,PHO-2010,29,TRUE
OKC,92,LAL,95,201004200LAL,2010,1,LAL,LAL-2010,3,TRUE
CHA,77,ORL,92,201004210ORL,2010,1,ORL,ORL-2010,15,TRUE
SAS,102,DAL,88,201004210DAL,2010,0,DAL,DAL-2010,-14,TRUE
CLE,106,CHI,108,201004220CHI,2010,1,CHI,CHI-2010,2,TRUE
LAL,96,OKC,101,201004220OKC,2010,1,OKC,OKC-2010,5,TRUE
PHO,108,POR,89,201004220POR,2010,0,POR,POR-2010,-19,TRUE
BOS,100,MIA,98,201004230MIA,2010,0,MIA,MIA-2010,-2,TRUE
DAL,90,SAS,94,201004230SAS,2010,1,SAS,SAS-2010,4,TRUE
DEN,93,UTA,105,201004230UTA,2010,1,UTA,UTA-2010,12,TRUE
ORL,90,CHA,86,201004240CHA,2010,0,CHA,CHA-2010,-4,TRUE
PHO,87,POR,96,201004240POR,2010,1,POR,POR-2010,9,TRUE
ATL,89,MIL,107,201004240MIL,2010,1,MIL,MIL-2010,18,TRUE
LAL,89,OKC,110,201004240OKC,2010,1,OKC,OKC-2010,21,TRUE
BOS,92,MIA,101,201004250MIA,2010,1,MIA,MIA-2010,9,TRUE
CLE,121,CHI,98,201004250CHI,2010,0,CHI,CHI-2010,-23,TRUE
DAL,89,SAS,92,201004250SAS,2010,1,SAS,SAS-2010,3,TRUE
DEN,106,UTA,117,201004250UTA,2010,1,UTA,UTA-2010,11,TRUE
ORL,99,CHA,90,201004260CHA,2010,0,CHA,CHA-2010,-9,TRUE
ATL,104,MIL,111,201004260MIL,2010,1,MIL,MIL-2010,7,TRUE
POR,88,PHO,107,201004260PHO,2010,1,PHO,PHO-2010,19,TRUE
MIA,86,BOS,96,201004270BOS,2010,1,BOS,BOS-2010,10,TRUE
CHI,94,CLE,96,201004270CLE,2010,1,CLE,CLE-2010,2,TRUE
SAS,81,DAL,103,201004270DAL,2010,1,DAL,DAL-2010,22,TRUE
OKC,87,LAL,111,201004270LAL,2010,1,LAL,LAL-2010,24,TRUE
MIL,91,ATL,87,201004280ATL,2010,0,ATL,ATL-2010,-4,TRUE
UTA,102,DEN,116,201004280DEN,2010,1,DEN,DEN-2010,14,TRUE
DAL,87,SAS,97,201004290SAS,2010,1,SAS,SAS-2010,10,TRUE
PHO,99,POR,90,201004290POR,2010,0,POR,POR-2010,-9,TRUE
ATL,83,MIL,69,201004300MIL,2010,0,MIL,MIL-2010,-14,TRUE
LAL,95,OKC,94,201004300OKC,2010,0,OKC,OKC-2010,-1,TRUE
DEN,104,UTA,112,201004300UTA,2010,1,UTA,UTA-2010,8,TRUE
BOS,93,CLE,101,201005010CLE,2010,1,CLE,CLE-2010,8,TRUE
MIL,74,ATL,95,201005020ATL,2010,1,ATL,ATL-2010,21,TRUE
UTA,99,LAL,104,201005020LAL,2010,1,LAL,LAL-2010,5,TRUE
BOS,104,CLE,86,201005030CLE,2010,0,CLE,CLE-2010,-18,TRUE
SAS,102,PHO,111,201005030PHO,2010,1,PHO,PHO-2010,9,TRUE
ATL,71,ORL,114,201005040ORL,2010,1,ORL,ORL-2010,43,TRUE
UTA,103,LAL,111,201005040LAL,2010,1,LAL,LAL-2010,8,TRUE
SAS,102,PHO,110,201005050PHO,2010,1,PHO,PHO-2010,8,TRUE
ATL,98,ORL,112,201005060ORL,2010,1,ORL,ORL-2010,14,TRUE
CLE,124,BOS,95,201005070BOS,2010,0,BOS,BOS-2010,-29,TRUE
PHO,110,SAS,96,201005070SAS,2010,0,SAS,SAS-2010,-14,TRUE
ORL,105,ATL,75,201005080ATL,2010,0,ATL,ATL-2010,-30,TRUE
LAL,111,UTA,110,201005080UTA,2010,0,UTA,UTA-2010,-1,TRUE
CLE,87,BOS,97,201005090BOS,2010,1,BOS,BOS-2010,10,TRUE
PHO,107,SAS,101,201005090SAS,2010,0,SAS,SAS-2010,-6,TRUE
ORL,98,ATL,84,201005100ATL,2010,0,ATL,ATL-2010,-14,TRUE
LAL,111,UTA,96,201005100UTA,2010,0,UTA,UTA-2010,-15,TRUE
BOS,120,CLE,88,201005110CLE,2010,0,CLE,CLE-2010,-32,TRUE
CLE,85,BOS,94,201005130BOS,2010,1,BOS,BOS-2010,9,TRUE
BOS,92,ORL,88,201005160ORL,2010,0,ORL,ORL-2010,-4,TRUE
PHO,107,LAL,128,201005170LAL,2010,1,LAL,LAL-2010,21,TRUE
BOS,95,ORL,92,201005180ORL,2010,0,ORL,ORL-2010,-3,TRUE
PHO,112,LAL,124,201005190LAL,2010,1,LAL,LAL-2010,12,TRUE
ORL,71,BOS,94,201005220BOS,2010,1,BOS,BOS-2010,23,TRUE
LAL,109,PHO,118,201005230PHO,2010,1,PHO,PHO-2010,9,TRUE
ORL,96,BOS,92,201005240BOS,2010,0,BOS,BOS-2010,-4,TRUE
LAL,106,PHO,115,201005250PHO,2010,1,PHO,PHO-2010,9,TRUE
BOS,92,ORL,113,201005260ORL,2010,1,ORL,ORL-2010,21,TRUE
PHO,101,LAL,103,201005270LAL,2010,1,LAL,LAL-2010,2,TRUE
ORL,84,BOS,96,201005280BOS,2010,1,BOS,BOS-2010,12,TRUE
LAL,111,PHO,103,201005290PHO,2010,0,PHO,PHO-2010,-8,TRUE
BOS,89,LAL,102,201006030LAL,2010,1,LAL,LAL-2010,13,TRUE
BOS,103,LAL,94,201006060LAL,2010,0,LAL,LAL-2010,-9,TRUE
LAL,91,BOS,84,201006080BOS,2010,0,BOS,BOS-2010,-7,TRUE
LAL,89,BOS,96,201006100BOS,2010,1,BOS,BOS-2010,7,TRUE
LAL,86,BOS,92,201006130BOS,2010,1,BOS,BOS-2010,6,TRUE
BOS,67,LAL,89,201006150LAL,2010,1,LAL,LAL-2010,22,TRUE
BOS,79,LAL,83,201006170LAL,2010,1,LAL,LAL-2010,4,TRUE
IND,99,CHI,104,201104160CHI,2011,1,CHI,CHI-2011,5,TRUE
PHI,89,MIA,97,201104160MIA,2011,1,MIA,MIA-2011,8,TRUE
ATL,103,ORL,93,201104160ORL,2011,0,ORL,ORL-2011,-10,TRUE
POR,81,DAL,89,201104160DAL,2011,1,DAL,DAL-2011,8,TRUE
MEM,101,SAS,98,201104170SAS,2011,0,SAS,SAS-2011,-3,TRUE
NOH,109,LAL,100,201104170LAL,2011,0,LAL,LAL-2011,-9,TRUE
NYK,85,BOS,87,201104170BOS,2011,1,BOS,BOS-2011,2,TRUE
DEN,103,OKC,107,201104170OKC,2011,1,OKC,OKC-2011,4,TRUE
PHI,73,MIA,94,201104180MIA,2011,1,MIA,MIA-2011,21,TRUE
IND,90,CHI,96,201104180CHI,2011,1,CHI,CHI-2011,6,TRUE
NYK,93,BOS,96,201104190BOS,2011,1,BOS,BOS-2011,3,TRUE
ATL,82,ORL,88,201104190ORL,2011,1,ORL,ORL-2011,6,TRUE
POR,89,DAL,101,201104190DAL,2011,1,DAL,DAL-2011,12,TRUE
DEN,89,OKC,106,201104200OKC,2011,1,OKC,OKC-2011,17,TRUE
MEM,87,SAS,93,201104200SAS,2011,1,SAS,SAS-2011,6,TRUE
NOH,78,LAL,87,201104200LAL,2011,1,LAL,LAL-2011,9,TRUE
CHI,88,IND,84,201104210IND,2011,0,IND,IND-2011,-4,TRUE
MIA,100,PHI,94,201104210PHI,2011,0,PHI,PHI-2011,-6,TRUE
DAL,92,POR,97,201104210POR,2011,1,POR,POR-2011,5,TRUE
BOS,113,NYK,96,201104220NYK,2011,0,NYK,NYK-2011,-17,TRUE
ORL,84,ATL,88,201104220ATL,2011,1,ATL,ATL-2011,4,TRUE
LAL,100,NOH,86,201104220NOH,2011,0,NOH,NOH-2011,-14,TRUE
CHI,84,IND,89,201104230IND,2011,1,IND,IND-2011,5,TRUE
DAL,82,POR,84,201104230POR,2011,1,POR,POR-2011,2,TRUE
SAS,88,MEM,91,201104230MEM,2011,1,MEM,MEM-2011,3,TRUE
OKC,97,DEN,94,201104230DEN,2011,0,DEN,DEN-2011,-3,TRUE
MIA,82,PHI,86,201104240PHI,2011,1,PHI,PHI-2011,4,TRUE
BOS,101,NYK,89,201104240NYK,2011,0,NYK,NYK-2011,-12,TRUE
ORL,85,ATL,88,201104240ATL,2011,1,ATL,ATL-2011,3,TRUE
LAL,88,NOH,93,201104240NOH,2011,1,NOH,NOH-2011,5,TRUE
SAS,86,MEM,104,201104250MEM,2011,1,MEM,MEM-2011,18,TRUE
POR,82,DAL,93,201104250DAL,2011,1,DAL,DAL-2011,11,TRUE
OKC,101,DEN,104,201104250DEN,2011,1,DEN,DEN-2011,3,TRUE
ATL,76,ORL,101,201104260ORL,2011,1,ORL,ORL-2011,25,TRUE
IND,89,CHI,116,201104260CHI,2011,1,CHI,CHI-2011,27,TRUE
NOH,90,LAL,106,201104260LAL,2011,1,LAL,LAL-2011,16,TRUE
PHI,91,MIA,97,201104270MIA,2011,1,MIA,MIA-2011,6,TRUE
MEM,103,SAS,110,201104270SAS,2011,1,SAS,SAS-2011,7,TRUE
DEN,97,OKC,100,201104270OKC,2011,1,OKC,OKC-2011,3,TRUE
ORL,81,ATL,84,201104280ATL,2011,1,ATL,ATL-2011,3,TRUE
LAL,98,NOH,80,201104280NOH,2011,0,NOH,NOH-2011,-18,TRUE
DAL,103,POR,96,201104280POR,2011,0,POR,POR-2011,-7,TRUE
SAS,91,MEM,99,201104290MEM,2011,1,MEM,MEM-2011,8,TRUE
MEM,114,OKC,101,201105010OKC,2011,0,OKC,OKC-2011,-13,TRUE
BOS,90,MIA,99,201105010MIA,2011,1,MIA,MIA-2011,9,TRUE
ATL,103,CHI,95,201105020CHI,2011,0,CHI,CHI-2011,-8,TRUE
DAL,96,LAL,94,201105020LAL,2011,0,LAL,LAL-2011,-2,TRUE
BOS,91,MIA,102,201105030MIA,2011,1,MIA,MIA-2011,11,TRUE
MEM,102,OKC,111,201105030OKC,2011,1,OKC,OKC-2011,9,TRUE
ATL,73,CHI,86,201105040CHI,2011,1,CHI,CHI-2011,13,TRUE
DAL,93,LAL,81,201105040LAL,2011,0,LAL,LAL-2011,-12,TRUE
CHI,99,ATL,82,201105060ATL,2011,0,ATL,ATL-2011,-17,TRUE
LAL,92,DAL,98,201105060DAL,2011,1,DAL,DAL-2011,6,TRUE
OKC,93,MEM,101,201105070MEM,2011,1,MEM,MEM-2011,8,TRUE
MIA,81,BOS,97,201105070BOS,2011,1,BOS,BOS-2011,16,TRUE
LAL,86,DAL,122,201105080DAL,2011,1,DAL,DAL-2011,36,TRUE
CHI,88,ATL,100,201105080ATL,2011,1,ATL,ATL-2011,12,TRUE
MIA,98,BOS,90,201105090BOS,2011,0,BOS,BOS-2011,-8,TRUE
OKC,133,MEM,123,201105090MEM,2011,0,MEM,MEM-2011,-10,TRUE
ATL,83,CHI,95,201105100CHI,2011,1,CHI,CHI-2011,12,TRUE
BOS,87,MIA,97,201105110MIA,2011,1,MIA,MIA-2011,10,TRUE
MEM,72,OKC,99,201105110OKC,2011,1,OKC,OKC-2011,27,TRUE
CHI,93,ATL,73,201105120ATL,2011,0,ATL,ATL-2011,-20,TRUE
OKC,83,MEM,95,201105130MEM,2011,1,MEM,MEM-2011,12,TRUE
MEM,90,OKC,105,201105150OKC,2011,1,OKC,OKC-2011,15,TRUE
MIA,82,CHI,103,201105150CHI,2011,1,CHI,CHI-2011,21,TRUE
OKC,112,DAL,121,201105170DAL,2011,1,DAL,DAL-2011,9,TRUE
MIA,85,CHI,75,201105180CHI,2011,0,CHI,CHI-2011,-10,TRUE
OKC,106,DAL,100,201105190DAL,2011,0,DAL,DAL-2011,-6,TRUE
DAL,93,OKC,87,201105210OKC,2011,0,OKC,OKC-2011,-6,TRUE
CHI,85,MIA,96,201105220MIA,2011,1,MIA,MIA-2011,11,TRUE
DAL,112,OKC,105,201105230OKC,2011,0,OKC,OKC-2011,-7,TRUE
CHI,93,MIA,101,201105240MIA,2011,1,MIA,MIA-2011,8,TRUE
OKC,96,DAL,100,201105250DAL,2011,1,DAL,DAL-2011,4,TRUE
MIA,83,CHI,80,201105260CHI,2011,0,CHI,CHI-2011,-3,TRUE
DAL,84,MIA,92,201105310MIA,2011,1,MIA,MIA-2011,8,TRUE
DAL,95,MIA,93,201106020MIA,2011,0,MIA,MIA-2011,-2,TRUE
MIA,88,DAL,86,201106050DAL,2011,0,DAL,DAL-2011,-2,TRUE
MIA,83,DAL,86,201106070DAL,2011,1,DAL,DAL-2011,3,TRUE
MIA,103,DAL,112,201106090DAL,2011,1,DAL,DAL-2011,9,TRUE
DAL,105,MIA,95,201106120MIA,2011,0,MIA,MIA-2011,-10,TRUE
BOS,78,NYK,85,201304200NYK,2013,1,NYK,NYK-2013,7,TRUE
GSW,95,DEN,97,201304200DEN,2013,1,DEN,DEN-2013,2,TRUE
CHI,89,BRK,106,201304200BRK,2013,1,BRK,BRK-2013,17,TRUE
MEM,91,LAC,112,201304200LAC,2013,1,LAC,LAC-2013,21,TRUE
ATL,90,IND,107,201304210IND,2013,1,IND,IND-2013,17,TRUE
LAL,79,SAS,91,201304210SAS,2013,1,SAS,SAS-2013,12,TRUE
MIL,87,MIA,110,201304210MIA,2013,1,MIA,MIA-2013,23,TRUE
HOU,91,OKC,120,201304210OKC,2013,1,OKC,OKC-2013,29,TRUE
CHI,90,BRK,82,201304220BRK,2013,0,BRK,BRK-2013,-8,TRUE
MEM,91,LAC,93,201304220LAC,2013,1,LAC,LAC-2013,2,TRUE
MIL,86,MIA,98,201304230MIA,2013,1,MIA,MIA-2013,12,TRUE
BOS,71,NYK,87,201304230NYK,2013,1,NYK,NYK-2013,16,TRUE
GSW,131,DEN,117,201304230DEN,2013,0,DEN,DEN-2013,-14,TRUE
HOU,102,OKC,105,201304240OKC,2013,1,OKC,OKC-2013,3,TRUE
ATL,98,IND,113,201304240IND,2013,1,IND,IND-2013,15,TRUE
LAL,91,SAS,102,201304240SAS,2013,1,SAS,SAS-2013,11,TRUE
MIA,104,MIL,91,201304250MIL,2013,0,MIL,MIL-2013,-13,TRUE
BRK,76,CHI,79,201304250CHI,2013,1,CHI,CHI-2013,3,TRUE
LAC,82,MEM,94,201304250MEM,2013,1,MEM,MEM-2013,12,TRUE
NYK,90,BOS,76,201304260BOS,2013,0,BOS,BOS-2013,-14,TRUE
DEN,108,GSW,110,201304260GSW,2013,1,GSW,GSW-2013,2,TRUE
SAS,120,LAL,89,201304260LAL,2013,0,LAL,LAL-2013,-31,TRUE
BRK,134,CHI,142,201304270CHI,2013,1,CHI,CHI-2013,8,TRUE
