"","player","VORP","time","year"
"550","jordami01",12.6,"reg",1998
"551","jordami01",8.2,"reg",1998
"552","jordami01",5,"reg",1998
"553","jordami01",10.6,"reg",1998
"554","jordami01",6.4,"reg",1998
"555","jordami01",2.3,"reg",1998
"556","jordami01",8.2,"reg",1998
"557","jordami01",1.6,"reg",1998
"558","jordami01",-0.2,"reg",1998
"559","jordami01",8.5,"reg",1998
"560","jordami01",5.9,"reg",1998
"561","jordami01",16.2,"reg",1998
"562","jordami01",-1,"reg",1998
"563","jordami01",3.1,"reg",1998
"564","jordami01",3.6,"reg",1998
"565","jordami01",4,"reg",1998
"566","jordami01",7.5,"reg",1998
"567","jordami01",1.4,"reg",1998
"568","jordami01",7.9,"reg",1998
"569","jordami01",3.2,"reg",1998
"570","jordami01",11.4,"reg",1998
"571","jordami01",7.7,"reg",1998
"572","jordami01",4.7,"reg",1998
"573","jordami01",-1,"reg",1998
"574","jordami01",19,"reg",1998
"575","jordami01",4.2,"reg",1998
"576","jordami01",10.3,"reg",1998
"577","jordami01",8.4,"reg",1998
"578","jordami01",9.9,"reg",1998
"579","jordami01",11.4,"reg",1998
"580","jordami01",10.3,"reg",1998
"581","jordami01",5.8,"reg",1998
"582","jordami01",8,"reg",1998
"583","jordami01",2.1,"reg",1998
"584","jordami01",-3.3,"reg",1998
"585","jordami01",7.2,"reg",1998
"586","jordami01",5.6,"post",1990
"587","jordami01",15.6,"post",1990
"588","jordami01",18.3,"post",1990
"589","jordami01",17,"post",1990
"590","jordami01",18.1,"post",1990
"591","jordami01",15.1,"post",1990
"592","jordami01",17.5,"post",1990
"593","jordami01",5.8,"post",1990
"594","jordami01",10.7,"post",1990
"595","jordami01",8.2,"post",1990
"596","jordami01",14.1,"post",1990
"597","jordami01",19.7,"post",1990
"598","jordami01",19.2,"post",1990
"599","jordami01",8,"post",1990
"600","jordami01",10.4,"post",1990
"601","jordami01",16.8,"post",1990
"602","jordami01",14.4,"post",1991
"603","jordami01",8.8,"post",1991
"604","jordami01",14.1,"post",1991
"605","jordami01",7.8,"post",1991
"606","jordami01",12.3,"post",1991
"607","jordami01",1.5,"post",1991
"608","jordami01",13.5,"post",1991
"609","jordami01",19,"post",1991
"610","jordami01",21.4,"post",1991
"611","jordami01",17.4,"post",1991
"612","jordami01",20.1,"post",1991
"613","jordami01",12.3,"post",1991
"614","jordami01",18.3,"post",1991
"615","jordami01",15.8,"post",1991
"616","jordami01",12.9,"post",1991
"617","jordami01",17.4,"post",1991
"618","jordami01",10.3,"post",1991
"619","jordami01",16.4,"post",1992
"620","jordami01",7.4,"post",1992
"621","jordami01",12.1,"post",1992
"622","jordami01",9.9,"post",1992
"623","jordami01",7.8,"post",1992
"624","jordami01",9.3,"post",1992
"625","jordami01",13.3,"post",1992
"626","jordami01",6.2,"post",1992
"627","jordami01",13.1,"post",1992
"628","jordami01",22.2,"post",1992
"629","jordami01",6,"post",1992
"630","jordami01",12.9,"post",1992
"631","jordami01",24.2,"post",1992
"632","jordami01",7.1,"post",1992
"633","jordami01",7.6,"post",1992
"634","jordami01",-1.2,"post",1992
"635","jordami01",8.1,"post",1992
"636","jordami01",13.5,"post",1992
"637","jordami01",8,"post",1992
"638","jordami01",6.3,"post",1992
"639","jordami01",6.7,"post",1992
"640","jordami01",11.2,"post",1992
"641","jordami01",15,"post",1993
"642","jordami01",7.9,"post",1993
"643","jordami01",16.8,"post",1993
"644","jordami01",4.9,"post",1993
"645","jordami01",8.5,"post",1993
"646","jordami01",23.8,"post",1993
"647","jordami01",7.9,"post",1993
"648","jordami01",11,"post",1993
"649","jordami01",12.9,"post",1993
"650","jordami01",13.6,"post",1993
"651","jordami01",11.9,"post",1993
"652","jordami01",10.6,"post",1993
"653","jordami01",10.3,"post",1993
"654","jordami01",7.7,"post",1993
"655","jordami01",7.4,"post",1993
"656","jordami01",14.7,"post",1993
"657","jordami01",10.5,"post",1993
"658","jordami01",11.8,"post",1993
"659","jordami01",10.7,"post",1993
"660","jordami01",5.6,"post",1995
"661","jordami01",9,"post",1995
"662","jordami01",7.9,"post",1995
"663","jordami01",3.7,"post",1995
"664","jordami01",7.4,"post",1995
"665","jordami01",16.4,"post",1995
"666","jordami01",7.7,"post",1995
"667","jordami01",-7.7,"post",1995
"668","jordami01",17.3,"post",1995
"669","jordami01",18.5,"post",1995
"670","jordami01",9.2,"post",1996
"671","jordami01",12.9,"post",1996
"672","jordami01",14.2,"post",1996
"673","jordami01",13.9,"post",1996
"674","jordami01",9.5,"post",1996
"675","jordami01",4.1,"post",1996
"676","jordami01",20,"post",1996
"677","jordami01",9,"post",1996
"678","jordami01",13.2,"post",1996
"679","jordami01",5.2,"post",1996
"680","jordami01",8.6,"post",1996
"681","jordami01",12.1,"post",1996
"682","jordami01",13.9,"post",1996
"683","jordami01",9.2,"post",1996
"684","jordami01",16.3,"post",1996
"685","jordami01",14.1,"post",1996
"686","jordami01",-1.1,"post",1996
"687","jordami01",8.5,"post",1996
"688","jordami01",10.7,"post",1997
"689","jordami01",16.6,"post",1997
"690","jordami01",17.8,"post",1997
"691","jordami01",6.1,"post",1997
"692","jordami01",7.7,"post",1997
"693","jordami01",16.6,"post",1997
"694","jordami01",15,"post",1997
"695","jordami01",0.9,"post",1997
"696","jordami01",11.7,"post",1997
"697","jordami01",17,"post",1997
"698","jordami01",16.1,"post",1997
"699","jordami01",9.8,"post",1997
"700","jordami01",4.1,"post",1997
"701","jordami01",9.5,"post",1997
"702","jordami01",10.3,"post",1997
"703","jordami01",1.5,"post",1997
"704","jordami01",9.9,"post",1997
"705","jordami01",0.3,"post",1997
"706","jordami01",16.8,"post",1997
"707","jordami01",7.1,"post",1998
"708","jordami01",5.9,"post",1998
"709","jordami01",14.8,"post",1998
