"","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin"
"1","NOP","122","TOR","130","201910220TOR",2020,1,"TOR","TOR-2020",8
"2","LAL","102","LAC","112","201910220LAC",2020,1,"LAC","LAC-2020",10
"3","CHI","125","CHO","126","201910230CHO",2020,0,"CHI","CHI-2020",-1
"4","DET","119","IND","110","201910230IND",2020,0,"IND","IND-2020",-9
"5","CLE","85","ORL","94","201910230ORL",2020,1,"ORL","ORL-2020",9
"6","MIN","127","BRK","126","201910230BRK",2020,0,"BRK","BRK-2020",-1
"7","MEM","101","MIA","120","201910230MIA",2020,1,"MIA","MIA-2020",19
"8","BOS","93","PHI","107","201910230PHI",2020,1,"PHI","PHI-2020",14
"9","WAS","100","DAL","108","201910230DAL",2020,1,"DAL","DAL-2020",8
"10","NYK","111","SAS","120","201910230SAS",2020,1,"SAS","SAS-2020",9
"11","OKC","95","UTA","100","201910230UTA",2020,1,"UTA","UTA-2020",5
"12","SAC","95","PHO","124","201910230PHO",2020,1,"PHO","PHO-2020",29
"13","DEN","108","POR","100","201910230POR",2020,0,"POR","POR-2020",-8
"14","ATL","117","DET","100","201910240DET",2020,0,"DET","DET-2020",-17
"15","MIL","117","HOU","111","201910240HOU",2020,0,"HOU","HOU-2020",-6
"16","LAC","141","GSW","122","201910240GSW",2020,0,"GSW","GSW-2020",-19
"17","TOR","106","BOS","112","201910250BOS",2020,1,"BOS","BOS-2020",6
"18","MIN","121","CHO","99","201910250CHO",2020,1,"MIN","MIN-2020",22
"19","NYK","109","BRK","113","201910250BRK",2020,1,"BRK","BRK-2020",4
"20","CHI","110","MEM","102","201910250MEM",2020,0,"MEM","MEM-2020",-8
"21","DAL","123","NOP","116","201910250NOP",2020,0,"NOP","NOP-2020",-7
"22","WAS","97","OKC","85","201910250OKC",2020,0,"OKC","OKC-2020",-12
"23","PHO","107","DEN","108","201910250DEN",2020,1,"DEN","DEN-2020",1
"24","POR","122","SAC","112","201910250SAC",2020,0,"SAC","SAC-2020",-10
"25","UTA","86","LAL","95","201910250LAL",2020,1,"LAL","LAL-2020",9
"26","MIA","131","MIL","126","201910260MIL",2020,0,"MIL","MIL-2020",-5
"27","PHI","117","DET","111","201910260DET",2020,0,"DET","DET-2020",-6
"28","ORL","99","ATL","103","201910260ATL",2020,1,"ATL","ATL-2020",4
"29","BOS","118","NYK","95","201910260NYK",2020,0,"NYK","NYK-2020",-23
"30","TOR","108","CHI","84","201910260CHI",2020,0,"CHI","CHI-2020",-24
"31","IND","99","CLE","110","201910260CLE",2020,1,"CLE","CLE-2020",11
"32","NOP","123","HOU","126","201910260HOU",2020,1,"HOU","HOU-2020",3
"33","WAS","122","SAS","124","201910260SAS",2020,1,"SAS","SAS-2020",2
"34","SAC","81","UTA","113","201910260UTA",2020,1,"UTA","UTA-2020",32
"35","LAC","122","PHO","130","201910260PHO",2020,1,"PHO","PHO-2020",8
"36","GSW","92","OKC","120","201910270OKC",2020,1,"OKC","OKC-2020",28
"37","BRK","133","MEM","134","201910270MEM",2020,1,"MEM","MEM-2020",1
"38","POR","121","DAL","119","201910270DAL",2020,0,"DAL","DAL-2020",-2
"39","MIA","109","MIN","116","201910270MIN",2020,1,"MIN","MIN-2020",7
"40","CHO","101","LAL","120","201910270LAL",2020,1,"LAL","LAL-2020",19
"41","CHI","98","NYK","105","201910280NYK",2020,1,"NYK","NYK-2020",7
"42","IND","94","DET","96","201910280DET",2020,1,"DET","DET-2020",2
"43","ORL","95","TOR","104","201910280TOR",2020,1,"TOR","TOR-2020",9
"44","PHI","105","ATL","103","201910280ATL",2020,0,"ATL","ATL-2020",-2
"45","OKC","112","HOU","116","201910280HOU",2020,1,"HOU","HOU-2020",4
"46","CLE","112","MIL","129","201910280MIL",2020,1,"MIL","MIL-2020",17
"47","GSW","134","NOP","123","201910280NOP",2020,0,"NOP","NOP-2020",-11
"48","POR","110","SAS","113","201910280SAS",2020,1,"SAS","SAS-2020",3
"49","UTA","96","PHO","95","201910280PHO",2020,0,"PHO","PHO-2020",-1
"50","DEN","101","SAC","94","201910280SAC",2020,0,"SAC","SAC-2020",-7
"51","CHO","96","LAC","111","201910280LAC",2020,1,"LAC","LAC-2020",15
"52","ATL","97","MIA","112","201910290MIA",2020,1,"MIA","MIA-2020",15
"53","DAL","109","DEN","106","201910290DEN",2020,0,"DEN","DEN-2020",-3
"54","MEM","91","LAL","120","201910290LAL",2020,1,"LAL","LAL-2020",29
"55","CHI","111","CLE","117","201910300CLE",2020,1,"CLE","CLE-2020",6
"56","NYK","83","ORL","95","201910300ORL",2020,1,"ORL","ORL-2020",12
"57","MIN","95","PHI","117","201910300PHI",2020,1,"PHI","PHI-2020",22
"58","MIL","105","BOS","116","201910300BOS",2020,1,"BOS","BOS-2020",11
"59","IND","118","BRK","108","201910300BRK",2020,0,"BRK","BRK-2020",-10
"60","DET","113","TOR","125","201910300TOR",2020,1,"TOR","TOR-2020",12
"61","POR","102","OKC","99","201910300OKC",2020,0,"OKC","OKC-2020",-3
"62","HOU","159","WAS","158","201910300WAS",2020,0,"WAS","WAS-2020",-1
"63","CHO","118","SAC","111","201910300SAC",2020,0,"SAC","SAC-2020",-7
"64","LAC","96","UTA","110","201910300UTA",2020,1,"UTA","UTA-2020",14
"65","PHO","121","GSW","110","201910300GSW",2020,0,"GSW","GSW-2020",-11
"66","MIA","106","ATL","97","201910310ATL",2020,0,"ATL","ATL-2020",-9
"67","DEN","107","NOP","122","201910310NOP",2020,1,"NOP","NOP-2020",15
"68","SAS","97","LAC","103","201910310LAC",2020,1,"LAC","LAC-2020",6
"69","HOU","116","BRK","123","201911010BRK",2020,1,"BRK","BRK-2020",7
"70","CLE","95","IND","102","201911010IND",2020,1,"IND","IND-2020",7
"71","MIL","123","ORL","91","201911010ORL",2020,0,"ORL","ORL-2020",-32
"72","NYK","102","BOS","104","201911010BOS",2020,1,"BOS","BOS-2020",2
"73","DET","106","CHI","112","201911010CHI",2020,1,"CHI","CHI-2020",6
"74","LAL","119","DAL","110","201911010DAL",2020,0,"DAL","DAL-2020",-9
"75","UTA","101","SAC","102","201911010SAC",2020,1,"SAC","SAC-2020",1
"76","SAS","127","GSW","110","201911010GSW",2020,0,"GSW","GSW-2020",-17
"77","NOP","104","OKC","115","201911020OKC",2020,1,"OKC","OKC-2020",11
"78","BRK","109","DET","113","201911020DET",2020,1,"DET","DET-2020",4
"79","DEN","91","ORL","87","201911020ORL",2020,0,"ORL","ORL-2020",-4
"80","PHO","114","MEM","105","201911020MEM",2020,0,"MEM","MEM-2020",-9
"81","TOR","105","MIL","115","201911020MIL",2020,1,"MIL","MIL-2020",10
"82","MIN","131","WAS","109","201911020WAS",2020,0,"WAS","WAS-2020",-22
"83","CHO","93","GSW","87","201911020GSW",2020,0,"GSW","GSW-2020",-6
"84","PHI","129","POR","128","201911020POR",2020,0,"POR","POR-2020",-1
"85","CHI","95","IND","108","201911030IND",2020,1,"IND","IND-2020",13
"86","HOU","100","MIA","129","201911030MIA",2020,1,"MIA","MIA-2020",29
"87","SAC","113","NYK","92","201911030NYK",2020,0,"NYK","NYK-2020",-21
"88","LAL","103","SAS","96","201911030SAS",2020,0,"SAS","SAS-2020",-7
"89","DAL","131","CLE","111","201911030CLE",2020,0,"CLE","CLE-2020",-20
"90","UTA","94","LAC","105","201911030LAC",2020,1,"LAC","LAC-2020",11
"91","DET","99","WAS","115","201911040WAS",2020,1,"WAS","WAS-2020",16
"92","NOP","125","BRK","135","201911040BRK",2020,1,"BRK","BRK-2020",10
"93","HOU","107","MEM","100","201911040MEM",2020,0,"MEM","MEM-2020",-7
"94","MIL","134","MIN","106","201911040MIN",2020,0,"MIN","MIN-2020",-28
"95","PHI","109","PHO","114","201911040PHO",2020,1,"PHO","PHO-2020",5
"96","POR","118","GSW","127","201911040GSW",2020,1,"GSW","GSW-2020",9
"97","IND","120","CHO","122","201911050CHO",2020,0,"IND","IND-2020",-2
"98","BOS","119","CLE","113","201911050CLE",2020,0,"CLE","CLE-2020",-6
"99","SAS","100","ATL","108","201911050ATL",2020,1,"ATL","ATL-2020",8
"100","LAL","118","CHI","112","201911050CHI",2020,0,"CHI","CHI-2020",-6
"101","ORL","94","OKC","102","201911050OKC",2020,1,"OKC","OKC-2020",8
"102","MIA","89","DEN","109","201911050DEN",2020,1,"DEN","DEN-2020",20
"103","NYK","102","DET","122","201911060DET",2020,1,"DET","DET-2020",20
"104","WAS","106","IND","121","201911060IND",2020,1,"IND","IND-2020",15
"105","CHI","113","ATL","93","201911060ATL",2020,0,"ATL","ATL-2020",-20
"106","GSW","112","HOU","129","201911060HOU",2020,1,"HOU","HOU-2020",17
"107","SAC","120","TOR","124","201911060TOR",2020,1,"TOR","TOR-2020",4
"108","MIN","121","MEM","137","201911060MEM",2020,1,"MEM","MEM-2020",16
"109","ORL","106","DAL","107","201911060DAL",2020,1,"DAL","DAL-2020",1
"110","PHI","104","UTA","106","201911060UTA",2020,1,"UTA","UTA-2020",2
"111","MIL","129","LAC","124","201911060LAC",2020,0,"LAC","LAC-2020",-5
"112","BOS","108","CHO","87","201911070CHO",2020,1,"BOS","BOS-2020",21
"113","OKC","112","SAS","121","201911070SAS",2020,1,"SAS","SAS-2020",9
"114","MIA","124","PHO","108","201911070PHO",2020,0,"PHO","PHO-2020",-16
"115","POR","101","LAC","107","201911070LAC",2020,1,"LAC","LAC-2020",6
"116","DET","106","IND","112","201911080IND",2020,1,"IND","IND-2020",6
"117","MEM","86","ORL","118","201911080ORL",2020,1,"ORL","ORL-2020",32
"118","CLE","113","WAS","100","201911080WAS",2020,0,"WAS","WAS-2020",-13
"119","SAC","121","ATL","109","201911080ATL",2020,0,"ATL","ATL-2020",-12
"120","GSW","119","MIN","125","201911080MIN",2020,1,"MIN","MIN-2020",6
"121","TOR","122","NOP","104","201911080NOP",2020,0,"NOP","NOP-2020",-18
"122","NYK","106","DAL","102","201911080DAL",2020,0,"DAL","DAL-2020",-4
"123","PHI","97","DEN","100","201911080DEN",2020,1,"DEN","DEN-2020",3
"124","MIL","100","UTA","103","201911080UTA",2020,1,"UTA","UTA-2020",3
"125","BRK","119","POR","115","201911080POR",2020,0,"POR","POR-2020",-4
"126","MIA","80","LAL","95","201911080LAL",2020,1,"LAL","LAL-2020",15
"127","BOS","135","SAS","115","201911090SAS",2020,0,"SAS","SAS-2020",-20
"128","NOP","115","CHO","110","201911090CHO",2020,1,"NOP","NOP-2020",5
"129","HOU","117","CHI","94","201911090CHI",2020,0,"CHI","CHI-2020",-23
"130","DAL","138","MEM","122","201911090MEM",2020,0,"MEM","MEM-2020",-16
"131","GSW","108","OKC","114","201911090OKC",2020,1,"OKC","OKC-2020",6
"132","DEN","100","MIN","98","201911100MIN",2020,0,"MIN","MIN-2020",-2
"133","IND","109","ORL","102","201911100ORL",2020,0,"ORL","ORL-2020",-7
"134","CHO","106","PHI","114","201911100PHI",2020,1,"PHI","PHI-2020",8
"135","MIL","121","OKC","119","201911100OKC",2020,0,"OKC","OKC-2020",-2
"136","CLE","108","NYK","87","201911100NYK",2020,0,"NYK","NYK-2020",-21
"137","BRK","112","PHO","138","201911100PHO",2020,1,"PHO","PHO-2020",26
"138","ATL","113","POR","124","201911100POR",2020,1,"POR","POR-2020",11
"139","TOR","113","LAL","104","201911100LAL",2020,0,"LAL","LAL-2020",-9
"140","MIN","120","DET","114","201911110DET",2020,0,"DET","DET-2020",-6
"141","DAL","106","BOS","116","201911110BOS",2020,1,"BOS","BOS-2020",10
"142","MEM","113","SAS","109","201911110SAS",2020,0,"SAS","SAS-2020",-4
"143","HOU","122","NOP","116","201911110NOP",2020,0,"NOP","NOP-2020",-6
"144","UTA","122","GSW","108","201911110GSW",2020,0,"GSW","GSW-2020",-14
"145","TOR","88","LAC","98","201911110LAC",2020,1,"LAC","LAC-2020",10
"146","OKC","85","IND","111","201911120IND",2020,1,"IND","IND-2020",26
"147","CLE","97","PHI","98","201911120PHI",2020,1,"PHI","PHI-2020",1
"148","DET","108","MIA","117","201911120MIA",2020,1,"MIA","MIA-2020",9
"149","NYK","102","CHI","120","201911120CHI",2020,1,"CHI","CHI-2020",18
"150","ATL","125","DEN","121","201911120DEN",2020,0,"DEN","DEN-2020",-4
"151","LAL","123","PHO","115","201911120PHO",2020,0,"PHO","PHO-2020",-8
"152","BRK","114","UTA","119","201911120UTA",2020,1,"UTA","UTA-2020",5
"153","POR","99","SAC","107","201911120SAC",2020,1,"SAC","SAC-2020",8
"154","MEM","119","CHO","117","201911130CHO",2020,1,"MEM","MEM-2020",2
"155","PHI","97","ORL","112","201911130ORL",2020,1,"ORL","ORL-2020",15
"156","WAS","133","BOS","140","201911130BOS",2020,1,"BOS","BOS-2020",7
"157","LAC","93","HOU","102","201911130HOU",2020,1,"HOU","HOU-2020",9
"158","SAS","114","MIN","129","201911130MIN",2020,1,"MIN","MIN-2020",15
"159","GSW","94","LAL","120","201911130LAL",2020,1,"LAL","LAL-2020",26
"160","TOR","114","POR","106","201911130POR",2020,0,"POR","POR-2020",-8
"161","MIA","108","CLE","97","201911140CLE",2020,0,"CLE","CLE-2020",-11
"162","CHI","115","MIL","124","201911140MIL",2020,1,"MIL","MIL-2020",9
"163","LAC","127","NOP","132","201911140NOP",2020,1,"NOP","NOP-2020",5
"164","DAL","103","NYK","106","201911140NYK",2020,1,"NYK","NYK-2020",3
"165","ATL","112","PHO","128","201911140PHO",2020,1,"PHO","PHO-2020",16
"166","BRK","93","DEN","101","201911140DEN",2020,1,"DEN","DEN-2020",8
"167","DET","106","CHO","109","201911150CHO",2020,0,"DET","DET-2020",-3
"168","SAS","109","ORL","111","201911150ORL",2020,1,"ORL","ORL-2020",2
"169","IND","102","HOU","111","201911150HOU",2020,1,"HOU","HOU-2020",9
"170","UTA","106","MEM","107","201911150MEM",2020,1,"MEM","MEM-2020",1
"171","WAS","137","MIN","116","201911150MIN",2020,0,"MIN","MIN-2020",-21
"172","PHI","119","OKC","127","201911150OKC",2020,1,"OKC","OKC-2020",8
"173","BOS","105","GSW","100","201911150GSW",2020,0,"GSW","GSW-2020",-5
"174","SAC","97","LAL","99","201911150LAL",2020,1,"LAL","LAL-2020",2
"175","BRK","117","CHI","111","201911160CHI",2020,0,"CHI","CHI-2020",-6
"176","MIL","102","IND","83","201911160IND",2020,0,"IND","IND-2020",-19
"177","CHO","103","NYK","102","201911160NYK",2020,0,"NYK","NYK-2020",-1
"178","NOP","94","MIA","109","201911160MIA",2020,1,"MIA","MIA-2020",15
"179","HOU","125","MIN","105","201911160MIN",2020,0,"MIN","MIN-2020",-20
"180","TOR","102","DAL","110","201911160DAL",2020,1,"DAL","DAL-2020",8
"181","POR","121","SAS","116","201911160SAS",2020,0,"SAS","SAS-2020",-5
"182","ATL","101","LAC","150","201911160LAC",2020,1,"LAC","LAC-2020",49
"183","PHI","114","CLE","95","201911170CLE",2020,0,"CLE","CLE-2020",-19
"184","BOS","99","SAC","100","201911170SAC",2020,1,"SAC","SAC-2020",1
"185","DEN","131","MEM","114","201911170MEM",2020,0,"MEM","MEM-2020",-17
"186","WAS","121","ORL","125","201911170ORL",2020,1,"ORL","ORL-2020",4
"187","GSW","100","NOP","108","201911170NOP",2020,1,"NOP","NOP-2020",8
"188","ATL","101","LAL","122","201911170LAL",2020,1,"LAL","LAL-2020",21
"189","CLE","105","NYK","123","201911180NYK",2020,1,"NYK","NYK-2020",18
"190","IND","115","BRK","86","201911180BRK",2020,0,"BRK","BRK-2020",-29
"191","CHO","96","TOR","132","201911180TOR",2020,1,"TOR","TOR-2020",36
"192","MIL","115","CHI","101","201911180CHI",2020,0,"CHI","CHI-2020",-14
"193","POR","108","HOU","132","201911180HOU",2020,1,"HOU","HOU-2020",24
"194","SAS","110","DAL","117","201911180DAL",2020,1,"DAL","DAL-2020",7
"195","BOS","99","PHO","85","201911180PHO",2020,0,"PHO","PHO-2020",-14
"196","MIN","112","UTA","102","201911180UTA",2020,0,"UTA","UTA-2020",-10
"197","OKC","88","LAC","90","201911180LAC",2020,1,"LAC","LAC-2020",2
"198","GSW","114","MEM","95","201911190MEM",2020,0,"MEM","MEM-2020",-19
"199","POR","104","NOP","115","201911190NOP",2020,1,"NOP","NOP-2020",11
"200","PHO","116","SAC","120","201911190SAC",2020,1,"SAC","SAC-2020",4
"201","OKC","107","LAL","112","201911190LAL",2020,1,"LAL","LAL-2020",5
"202","NYK","104","PHI","109","201911200PHI",2020,1,"PHI","PHI-2020",5
"203","SAS","132","WAS","138","201911200WAS",2020,1,"WAS","WAS-2020",6
"204","MIL","135","ATL","127","201911200ATL",2020,0,"ATL","ATL-2020",-8
"205","CHO","91","BRK","101","201911200BRK",2020,1,"BRK","BRK-2020",10
"206","GSW","94","DAL","142","201911200DAL",2020,1,"DAL","DAL-2020",48
"207","CLE","100","MIA","124","201911200MIA",2020,1,"MIA","MIA-2020",24
"208","ORL","97","TOR","113","201911200TOR",2020,1,"TOR","TOR-2020",16
"209","DET","89","CHI","109","201911200CHI",2020,1,"CHI","CHI-2020",20
"210","UTA","103","MIN","95","201911200MIN",2020,0,"MIN","MIN-2020",-8
"211","HOU","95","DEN","105","201911200DEN",2020,1,"DEN","DEN-2020",10
"212","BOS","104","LAC","107","201911200LAC",2020,1,"LAC","LAC-2020",3
"213","POR","129","MIL","137","201911210MIL",2020,1,"MIL","MIL-2020",8
"214","NOP","124","PHO","121","201911210PHO",2020,0,"PHO","PHO-2020",-3
"215","ATL","103","DET","128","201911220DET",2020,1,"DET","DET-2020",25
"216","CHO","118","WAS","125","201911220WAS",2020,1,"WAS","WAS-2020",7
"217","SAC","97","BRK","116","201911220BRK",2020,1,"BRK","BRK-2020",19
"218","MIA","116","CHI","108","201911220CHI",2020,0,"CHI","CHI-2020",-8
"219","LAL","130","OKC","127","201911220OKC",2020,0,"OKC","OKC-2020",-3
"220","SAS","104","PHI","115","201911220PHI",2020,1,"PHI","PHI-2020",11
"221","CLE","101","DAL","143","201911220DAL",2020,1,"DAL","DAL-2020",42
"222","BOS","92","DEN","96","201911220DEN",2020,1,"DEN","DEN-2020",4
"223","GSW","109","UTA","113","201911220UTA",2020,1,"UTA","UTA-2020",4
"224","HOU","119","LAC","122","201911220LAC",2020,1,"LAC","LAC-2020",3
"225","PHO","100","MIN","98","201911230MIN",2020,0,"MIN","MIN-2020",-2
"226","CHI","116","CHO","115","201911230CHO",2020,1,"CHI","CHI-2020",1
"227","ORL","106","IND","111","201911230IND",2020,1,"IND","IND-2020",5
"228","TOR","119","ATL","116","201911230ATL",2020,0,"ATL","ATL-2020",-3
"229","SAS","111","NYK","104","201911230NYK",2020,0,"NYK","NYK-2020",-7
"230","MIA","86","PHI","113","201911230PHI",2020,1,"PHI","PHI-2020",27
"231","POR","104","CLE","110","201911230CLE",2020,1,"CLE","CLE-2020",6
"232","LAL","109","MEM","108","201911230MEM",2020,0,"MEM","MEM-2020",-1
"233","DET","90","MIL","104","201911230MIL",2020,1,"MIL","MIL-2020",14
"234","NOP","120","UTA","128","201911230UTA",2020,1,"UTA","UTA-2020",8
"235","DAL","137","HOU","123","201911240HOU",2020,0,"HOU","HOU-2020",-14
"236","BRK","103","NYK","101","201911240NYK",2020,0,"NYK","NYK-2020",-2
"237","SAC","113","WAS","106","201911240WAS",2020,0,"WAS","WAS-2020",-7
"238","PHO","104","DEN","116","201911240DEN",2020,1,"DEN","DEN-2020",12
"239","NOP","109","LAC","134","201911240LAC",2020,1,"LAC","LAC-2020",25
"240","BRK","108","CLE","106","201911250CLE",2020,0,"CLE","CLE-2020",-2
"241","ORL","88","DET","103","201911250DET",2020,1,"DET","DET-2020",15
"242","MEM","114","IND","126","201911250IND",2020,1,"IND","IND-2020",12
"243","MIN","125","ATL","113","201911250ATL",2020,0,"ATL","ATL-2020",-12
"244","SAC","102","BOS","103","201911250BOS",2020,1,"BOS","BOS-2020",1
"245","CHO","100","MIA","117","201911250MIA",2020,1,"MIA","MIA-2020",17
"246","PHI","96","TOR","101","201911250TOR",2020,1,"TOR","TOR-2020",5
"247","POR","117","CHI","94","201911250CHI",2020,0,"CHI","CHI-2020",-23
"248","UTA","118","MIL","122","201911250MIL",2020,1,"MIL","MIL-2020",4
"249","LAL","114","SAS","104","201911250SAS",2020,0,"SAS","SAS-2020",-10
"250","OKC","100","GSW","97","201911250GSW",2020,0,"GSW","GSW-2020",-3
"251","LAC","114","DAL","99","201911260DAL",2020,0,"DAL","DAL-2020",-15
"252","WAS","104","DEN","117","201911260DEN",2020,1,"DEN","DEN-2020",13
"253","BRK","110","BOS","121","201911270BOS",2020,1,"BOS","BOS-2020",11
"254","DET","101","CHO","102","201911270CHO",2020,0,"DET","DET-2020",-1
"255","ORL","116","CLE","104","201911270CLE",2020,0,"CLE","CLE-2020",-12
"256","UTA","102","IND","121","201911270IND",2020,1,"IND","IND-2020",19
"257","SAC","91","PHI","97","201911270PHI",2020,1,"PHI","PHI-2020",6
"258","NYK","98","TOR","126","201911270TOR",2020,1,"TOR","TOR-2020",28
"259","MIA","108","HOU","117","201911270HOU",2020,1,"HOU","HOU-2020",9
"260","LAC","121","MEM","119","201911270MEM",2020,0,"MEM","MEM-2020",-2
"261","ATL","102","MIL","111","201911270MIL",2020,1,"MIL","MIL-2020",9
"262","MIN","113","SAS","101","201911270SAS",2020,0,"SAS","SAS-2020",-12
"263","WAS","140","PHO","132","201911270PHO",2020,0,"PHO","PHO-2020",-8
"264","LAL","114","NOP","110","201911270NOP",2020,0,"NOP","NOP-2020",-4
"265","OKC","119","POR","136","201911270POR",2020,1,"POR","POR-2020",17
"266","CHI","90","GSW","104","201911270GSW",2020,1,"GSW","GSW-2020",14
"267","BOS","107","BRK","112","201911290BRK",2020,1,"BRK","BRK-2020",5
"268","CHO","110","DET","107","201911290DET",2020,0,"DET","DET-2020",-3
"269","TOR","90","ORL","83","201911290ORL",2020,0,"ORL","ORL-2020",-7
"270","MIL","119","CLE","110","201911290CLE",2020,0,"CLE","CLE-2020",-9
"271","PHI","101","NYK","95","201911290NYK",2020,0,"NYK","NYK-2020",-6
"272","ATL","104","IND","105","201911290IND",2020,1,"IND","IND-2020",1
"273","UTA","103","MEM","94","201911290MEM",2020,0,"MEM","MEM-2020",-9
"274","GSW","105","MIA","122","201911290MIA",2020,1,"MIA","MIA-2020",17
"275","NOP","104","OKC","109","201911290OKC",2020,1,"OKC","OKC-2020",5
"276","LAC","97","SAS","107","201911290SAS",2020,1,"SAS","SAS-2020",10
"277","DAL","120","PHO","113","201911290PHO",2020,0,"PHO","PHO-2020",-7
"278","CHI","103","POR","107","201911290POR",2020,1,"POR","POR-2020",4
"279","WAS","103","LAL","125","201911290LAL",2020,1,"LAL","LAL-2020",22
"280","DEN","97","SAC","100","201911300SAC",2020,1,"SAC","SAC-2020",3
"281","IND","116","PHI","119","201911300PHI",2020,1,"PHI","PHI-2020",3
"282","ATL","111","HOU","158","201911300HOU",2020,1,"HOU","HOU-2020",47
"283","CHO","96","MIL","137","201911300MIL",2020,1,"MIL","MIL-2020",41
"284","MIA","109","BRK","106","201912010BRK",2020,0,"BRK","BRK-2020",-3
"285","MEM","115","MIN","107","201912010MIN",2020,0,"MIN","MIN-2020",-8
"286","BOS","113","NYK","104","201912010NYK",2020,0,"NYK","NYK-2020",-9
"287","DAL","114","LAL","100","201912010LAL",2020,0,"LAL","LAL-2020",-14
"288","SAS","98","DET","132","201912010DET",2020,1,"DET","DET-2020",34
"289","OKC","107","NOP","104","201912010NOP",2020,0,"NOP","NOP-2020",-3
"290","GSW","96","ORL","100","201912010ORL",2020,1,"ORL","ORL-2020",4
"291","UTA","110","TOR","130","201912010TOR",2020,1,"TOR","TOR-2020",20
"292","WAS","125","LAC","150","201912010LAC",2020,1,"LAC","LAC-2020",25
"293","PHO","109","CHO","104","201912020CHO",2020,1,"PHO","PHO-2020",5
"294","UTA","94","PHI","103","201912020PHI",2020,1,"PHI","PHI-2020",9
"295","GSW","79","ATL","104","201912020ATL",2020,1,"ATL","ATL-2020",25
"296","IND","117","MEM","104","201912020MEM",2020,0,"MEM","MEM-2020",-13
"297","NYK","88","MIL","132","201912020MIL",2020,1,"MIL","MIL-2020",44
"298","CHI","113","SAC","106","201912020SAC",2020,0,"SAC","SAC-2020",-7
"299","DET","127","CLE","94","201912030CLE",2020,0,"CLE","CLE-2020",-33
"300","ORL","127","WAS","120","201912030WAS",2020,0,"WAS","WAS-2020",-7
"301","DAL","118","NOP","97","201912030NOP",2020,0,"NOP","NOP-2020",-21
"302","MIA","121","TOR","110","201912030TOR",2020,0,"TOR","TOR-2020",-11
"303","HOU","133","SAS","135","201912030SAS",2020,1,"SAS","SAS-2020",2
"304","LAL","105","DEN","96","201912030DEN",2020,0,"DEN","DEN-2020",-9
"305","POR","97","LAC","117","201912030LAC",2020,1,"LAC","LAC-2020",20
"306","GSW","91","CHO","106","201912040CHO",2020,0,"GSW","GSW-2020",-15
"307","MIL","127","DET","103","201912040DET",2020,0,"DET","DET-2020",-24
"308","PHO","114","ORL","128","201912040ORL",2020,1,"ORL","ORL-2020",14
"309","BRK","130","ATL","118","201912040ATL",2020,0,"ATL","ATL-2020",-12
"310","MIA","93","BOS","112","201912040BOS",2020,1,"BOS","BOS-2020",19
"311","MEM","99","CHI","106","201912040CHI",2020,1,"CHI","CHI-2020",7
"312","IND","107","OKC","100","201912040OKC",2020,0,"OKC","OKC-2020",-7
"313","MIN","114","DAL","121","201912040DAL",2020,1,"DAL","DAL-2020",7
"314","LAL","121","UTA","96","201912040UTA",2020,0,"UTA","UTA-2020",-25
"315","SAC","116","POR","127","201912040POR",2020,1,"POR","POR-2020",11
"316","PHI","113","WAS","119","201912050WAS",2020,1,"WAS","WAS-2020",6
"317","DEN","129","NYK","92","201912050NYK",2020,0,"NYK","NYK-2020",-37
"318","HOU","119","TOR","109","201912050TOR",2020,0,"TOR","TOR-2020",-10
"319","PHO","139","NOP","132","201912050NOP",2020,0,"NOP","NOP-2020",-7
"320","BRK","111","CHO","104","201912060CHO",2020,1,"BRK","BRK-2020",7
"321","ORL","93","CLE","87","201912060CLE",2020,0,"CLE","CLE-2020",-6
"322","IND","101","DET","108","201912060DET",2020,1,"DET","DET-2020",7
"323","DEN","95","BOS","108","201912060BOS",2020,1,"BOS","BOS-2020",13
"324","GSW","100","CHI","98","201912060CHI",2020,0,"CHI","CHI-2020",-2
"325","WAS","103","MIA","112","201912060MIA",2020,1,"MIA","MIA-2020",9
"326","MIN","127","OKC","139","201912060OKC",2020,1,"OKC","OKC-2020",12
"327","LAC","91","MIL","119","201912060MIL",2020,1,"MIL","MIL-2020",28
"328","SAC","104","SAS","105","201912060SAS",2020,1,"SAS","SAS-2020",1
"329","LAL","136","POR","113","201912060POR",2020,0,"POR","POR-2020",-23
"330","NOP","84","DAL","130","201912070DAL",2020,1,"DAL","DAL-2020",46
"331","IND","104","NYK","103","201912070NYK",2020,0,"NYK","NYK-2020",-1
"332","CLE","94","PHI","141","201912070PHI",2020,1,"PHI","PHI-2020",47
"333","PHO","109","HOU","115","201912070HOU",2020,1,"HOU","HOU-2020",6
"334","MEM","112","UTA","126","201912070UTA",2020,1,"UTA","UTA-2020",14
"335","DEN","102","BRK","105","201912080BRK",2020,1,"BRK","BRK-2020",3
"336","ATL","122","CHO","107","201912080CHO",2020,1,"ATL","ATL-2020",15
"337","CHI","105","MIA","110","201912080MIA",2020,1,"MIA","MIA-2020",5
"338","TOR","104","PHI","110","201912080PHI",2020,1,"PHI","PHI-2020",6
"339","LAC","135","WAS","119","201912080WAS",2020,0,"WAS","WAS-2020",-16
"340","SAC","110","DAL","106","201912080DAL",2020,0,"DAL","DAL-2020",-4
"341","OKC","108","POR","96","201912080POR",2020,0,"POR","POR-2020",-12
